	variable	value	class
2742	XG2	22.21405671047697	Severe covid
2743	XG2	20.19737974337196	Severe covid
2744	XG2	18.00698995637156	Severe covid
2745	XG2	24.917408411999467	Severe covid
2746	XG2	21.797327471366252	Severe covid
2747	XG2	18.741441783654334	Severe covid
2748	XG2	14.185413255386903	Severe covid
2749	XG2	24.665184198482432	Severe covid
2750	XG2	19.248666957931672	Severe covid
2751	XG2	20.38695155631818	Severe covid
2752	XG2	17.51995856593855	Severe covid
2753	XG2	22.388284580147012	Severe covid
2754	XG2	29.137335471277833	Severe covid
2755	XG2	19.073049100505273	Severe covid
2756	XG2	22.68999093552125	Severe covid
2757	XG2	18.20374259128605	Severe covid
2758	XG2	25.187769934651605	Severe covid
2759	XG2	18.425631975975012	Severe covid
2760	XG2	26.374879888932206	Severe covid
2761	XG2	19.275983794283377	Severe covid
2762	XG2	18.223910229683163	Severe covid
2763	XG2	19.321726104322583	Severe covid
2764	XG2	26.978205777495372	Severe covid
2765	XG2	30.36953012198505	Severe covid
2766	XG2	26.662337737112026	Severe covid
2767	XG2	20.063278218362527	Severe covid
2768	XG2	21.094341585197412	Severe covid
2769	XG2	20.516614864148792	Severe covid
2770	XG2	23.469570402647726	Severe covid
2771	XG2	21.43593993234302	Severe covid
2772	XG2	20.846183509728046	Severe covid
2773	XG2	14.29803515166912	Severe covid
2774	XG2	27.801796362018997	Severe covid
2775	XG2	22.654460235332245	Severe covid
2776	XG2	22.287030883337994	Severe covid
2777	XG2	19.598171795710652	Severe covid
2778	XG2	19.386291819309115	Severe covid
2779	XG2	22.125330221703855	Severe covid
2780	XG2	21.9059780193402	Severe covid
2781	XG2	24.745770324989383	Severe covid
2782	XG2	22.07198666986677	Severe covid
2783	XG2	18.41430974314981	Severe covid
2784	XG2	26.767790345513898	Severe covid
2785	XG2	20.209190515009524	Severe covid
2786	XG2	25.08922933631006	Severe covid
2787	XG2	18.939928343784402	Severe covid
2788	XG2	20.93952532214167	Severe covid
2789	XG2	18.866900637683344	Severe covid
2790	XG2	15.82919266280386	Severe covid
2791	XG2	23.809593773948585	Severe covid
2792	XG2	26.114942172796834	Severe covid
2793	XG2	21.186031850856313	Severe covid
2794	XG2	19.011861590610746	Severe covid
2795	XG2	17.980585451371244	Severe covid
2796	XG2	17.910305108524838	Severe covid
2797	XG2	19.246736539979974	Severe covid
2798	XG2	16.720340192019794	Severe covid
2799	XG2	18.35883387184054	Severe covid
2800	XG2	21.614604488610283	Severe covid
2801	XG2	17.681881467463366	Severe covid
2802	XG2	23.065788523188086	Severe covid
2803	XG2	19.996124501725397	Severe covid
2804	XG2	22.718204761593455	Severe covid
2805	XG2	20.24191479810804	Severe covid
2806	XG2	30.061567150402734	Severe covid
2807	XG2	18.097495296812898	Severe covid
2808	XG2	21.194192349762904	Severe covid
2809	XG2	21.669872723998758	Severe covid
2810	XG2	19.268644793045663	Severe covid
2811	XG2	28.550312432166052	Severe covid
2812	XG2	18.65114160553137	Severe covid
2813	XG2	19.14565715138343	Severe covid
2814	XG2	20.914656571876282	Severe covid
2815	XG2	22.013037563085454	Severe covid
2816	XG2	19.11574204639405	Severe covid
2817	XG2	28.65426223748356	Severe covid
2818	XG2	30.909748362228417	Severe covid
2819	XG2	26.08089460426695	Severe covid
2820	XG2	17.888963091433535	Severe covid
2821	XG2	23.937784446146445	Severe covid
2822	XG2	19.433865051128162	Severe covid
2823	XG2	28.608786326510142	Severe covid
2824	XG2	16.725805374743242	Severe covid
2825	XG2	21.396138301073176	Severe covid
2826	XG2	20.822453160009175	Severe covid
2827	XG2	21.795062648807615	Severe covid
2828	XG2	16.994749803089697	Severe covid
2829	XG2	23.9711361099476	Severe covid
2830	XG2	24.49545823645914	Severe covid
2831	XG2	22.685780945999433	Severe covid
2832	XG2	21.26796508289902	Severe covid
2833	XG2	22.14089684397096	Severe covid
2834	XG2	27.444013676988043	Severe covid
2835	XG2	17.067360829166873	Severe covid
2836	XG2	15.863670854168372	Severe covid
2837	XG2	24.21126330938838	Severe covid
2838	XG2	30.00055127104162	Severe covid
2839	XG2	21.412292540212118	Severe covid
2840	XG2	15.313445926778982	Severe covid
2841	XG2	14.299578362763242	Severe covid
2842	XG2	23.489257417170908	Severe covid
2843	XG2	19.21307410106501	Severe covid
2844	XG2	16.240666011217225	Severe covid
2845	XG2	16.381945810646133	Severe covid
2846	XG2	16.806106967255165	Severe covid
2847	XG2	19.24823451506709	Severe covid
2848	XG2	16.173387403040334	Severe covid
2849	XG2	14.95606449565101	Severe covid
2850	XG2	25.628453216431463	Severe covid
2851	XG2	23.317352022842886	Severe covid
2852	XG2	22.959230713241915	Severe covid
2853	XG2	22.056182237036694	Severe covid
2854	XG2	19.944380084991682	Severe covid
2855	XG2	29.138646474091058	Severe covid
2856	XG2	19.415696773099537	Severe covid
2857	XG2	23.274436879162	Severe covid
2858	XG2	21.157292343241515	Severe covid
2859	XG2	17.131880347356102	Severe covid
2860	XG2	14.126580336692264	Severe covid
2861	XG2	22.252926542765973	Severe covid
2862	XG2	20.340280158659596	Severe covid
2863	XG2	26.25680457547362	Severe covid
2864	XG2	19.47909267832245	Severe covid
2865	XG2	18.782156792355458	Severe covid
2866	XG2	16.953289732795888	Severe covid
2867	XG2	21.227790280543566	Severe covid
2868	XG2	18.01416625633437	Severe covid
2869	XG2	23.810271157038887	Severe covid
2870	XG2	17.030244477663164	Severe covid
2871	XG2	23.83892171498424	Severe covid
2872	XG2	16.30739775538204	Severe covid
2873	XG2	21.622722804303876	Severe covid
2874	XG2	18.648888448629613	Severe covid
2875	XG2	19.03690939794963	Severe covid
2876	XG2	26.606765408612954	Severe covid
2877	XG2	19.721426541326192	Severe covid
2878	XG2	15.090722375333641	Severe covid
2879	XG2	16.27390015221413	Severe covid
2880	XG2	23.77954072943945	Severe covid
2881	XG2	21.82488000331923	Severe covid
2882	XG2	18.615152747274287	Severe covid
2883	XG2	24.433818071272135	Severe covid
2884	XG2	23.30529068817883	Severe covid
2885	XG2	25.63805204425869	Severe covid
2886	XG2	22.53571511049404	Severe covid
2887	XG2	26.57518640618965	Severe covid
2888	XG2	24.693684110920533	Severe covid
2889	XG2	19.529991662339633	Severe covid
2890	XG2	24.106352391486215	Severe covid
2891	XG2	26.842118100932232	Severe covid
2892	XG2	22.838747290449017	Severe covid
2893	XG2	28.42440044259418	Severe covid
2894	XG2	20.298061588551377	Severe covid
2895	XG2	26.391298926057125	Severe covid
2896	XG2	21.423816076620014	Severe covid
2897	XG2	21.111797603670144	Severe covid
2898	XG2	25.517669027744475	Severe covid
2899	XG2	21.33777622836389	Severe covid
2900	XG2	27.31051598711826	Severe covid
2901	XG2	23.77720162816711	Severe covid
2902	XG2	17.349874441269908	Severe covid
2903	XG2	18.82872669115641	Severe covid
2904	XG2	27.988039642859054	Severe covid
2905	XG2	30.64412660370923	Severe covid
2906	XG2	20.49930748283441	Severe covid
2907	XG2	18.165659801122526	Severe covid
2908	XG2	26.67161470504093	Severe covid
2909	XG2	20.47938087756245	Severe covid
2910	XG2	20.12127138332157	Severe covid
2911	XG2	17.710249729865254	Severe covid
2912	XG2	15.429111319721095	Severe covid
2913	XG2	22.642934508691486	Severe covid
2914	XG2	15.205730023214771	Severe covid
2915	XG2	16.935022840794208	Severe covid
2916	XG2	19.654590142997723	Severe covid
2917	XG2	23.324106776249142	Severe covid
2918	XG2	17.06205322191438	Severe covid
2919	XG2	18.164774531358283	Severe covid
2920	XG2	26.206132605666006	Severe covid
2921	XG2	22.067911240311805	Severe covid
2922	XG2	17.809888310197802	Severe covid
2923	XG2	21.02298542132736	Severe covid
2924	XG2	18.805936596837622	Severe covid
2925	XG2	13.532711794066023	Severe covid
2926	XG2	15.752749359602907	Severe covid
2927	XG2	15.68103558168115	Severe covid
2928	XG2	18.73868985908331	Severe covid
2929	XG2	17.95023977168603	Severe covid
2930	XG2	15.406799529478603	Severe covid
2931	XG2	20.44234988731339	Severe covid
2932	XG2	18.180449617043006	Severe covid
2933	XG2	17.701226390568028	Severe covid
2934	XG2	14.315382608325258	Severe covid
2935	XG2	16.32509089552604	Severe covid
2936	XG2	15.300078382175814	Severe covid
2937	XG2	16.2396570853401	Severe covid
2938	XG2	19.21465944185192	Severe covid
2939	XG2	26.767432934165846	Severe covid
2940	XG2	27.10731845915402	Severe covid
2941	XG2	18.035677399538223	Severe covid
2942	XG2	18.952177175588886	Severe covid
2943	XG2	18.200939602080613	Severe covid
2944	XG2	17.547570136247284	Severe covid
2945	XG2	20.00872353382356	Severe covid
2946	XG2	17.944096213784583	Severe covid
2947	XG2	26.067960625917046	Severe covid
2948	XG2	16.37786344788735	Severe covid
2949	XG2	22.121683377152735	Severe covid
2950	XG2	25.540129930967527	Severe covid
2951	XG2	16.122062858297138	Severe covid
2952	XG2	28.17773568053066	Severe covid
2953	XG2	18.856378983098587	Severe covid
2954	XG2	15.566650668078617	Severe covid
2955	XG2	27.965032009807768	Severe covid
2956	XG2	18.69922908748647	Severe covid
2957	XG2	21.824874663402213	Severe covid
2958	XG2	17.28534718381583	Severe covid
2959	XG2	15.330060548891188	Severe covid
2960	XG2	25.596876286165152	Severe covid
2961	XG2	27.699573724076135	Severe covid
2962	XG2	23.237752488361945	Severe covid
2963	XG2	20.259663825158206	Severe covid
2964	XG2	19.966878042835745	Severe covid
2965	XG2	28.788506168470168	Severe covid
2966	XG2	17.990796290445637	Severe covid
2967	XG2	15.37155054201747	Severe covid
2968	XG2	16.44019624385684	Severe covid
2969	XG2	17.245915906025797	Severe covid
2970	XG2	23.409949201148272	Severe covid
2971	XG2	14.087580030600048	Severe covid
2972	XG3	22.821500936621145	Severe covid
2973	XG3	19.664175769285457	Severe covid
2974	XG3	19.729757020301484	Severe covid
2975	XG3	14.813671707548577	Severe covid
2976	XG3	19.10431432589483	Severe covid
2977	XG3	25.020055869419416	Severe covid
2978	XG3	25.838718345859316	Severe covid
2979	XG3	25.25384070595344	Severe covid
2980	XG3	19.5376396525472	Severe covid
2981	XG3	24.334190206902164	Severe covid
2982	XG3	23.547969203034334	Severe covid
2983	XG3	24.438101584039195	Severe covid
2984	XG3	19.798754083825806	Severe covid
2985	XG3	23.20913413051187	Severe covid
2986	XG3	18.334538040444684	Severe covid
2987	XG3	17.356861761449938	Severe covid
2988	XG3	22.983660968581685	Severe covid
2989	XG3	22.487783495933826	Severe covid
2990	XG3	21.13489863823274	Severe covid
2991	XG3	24.233067837175298	Severe covid
2992	XG3	21.604664071339737	Severe covid
2993	XG3	16.33877772368914	Severe covid
2994	XG3	21.040969583804287	Severe covid
2995	XG3	21.86205726890102	Severe covid
2996	XG3	27.80717988223871	Severe covid
2997	XG3	22.846504720694618	Severe covid
2998	XG3	24.192646647283233	Severe covid
2999	XG3	19.207123677210525	Severe covid
3000	XG3	16.226549341273056	Severe covid
3001	XG3	16.77613751033111	Severe covid
3002	XG3	19.164843568553778	Severe covid
3003	XG3	15.45331849259246	Severe covid
3004	XG3	18.775667844611764	Severe covid
3005	XG3	17.387743499741102	Severe covid
3006	XG3	21.926157615817782	Severe covid
3007	XG3	19.316292581757832	Severe covid
3008	XG3	23.70370802292954	Severe covid
3009	XG3	19.068819271405445	Severe covid
3010	XG3	19.36947940217745	Severe covid
3011	XG3	27.3033649343519	Severe covid
3012	XG3	22.15934706727562	Severe covid
3013	XG3	17.012621811114414	Severe covid
3014	XG3	23.307676798134704	Severe covid
3015	XG3	24.038730646187197	Severe covid
3016	XG3	21.640665950383426	Severe covid
3017	XG3	20.181417080507867	Severe covid
3018	XG3	13.854003354109913	Severe covid
3019	XG3	20.66195245810934	Severe covid
3020	XG3	21.923890801219894	Severe covid
3021	XG3	25.062422196903174	Severe covid
3022	XG3	18.5663439636186	Severe covid
3023	XG3	15.4911328213776	Severe covid
3024	XG3	20.086128934336806	Severe covid
3025	XG3	20.570629011539797	Severe covid
3026	XG3	18.590709248339497	Severe covid
3027	XG3	22.403389687669808	Severe covid
3028	XG3	25.64320685731804	Severe covid
3029	XG3	20.834885804226104	Severe covid
3030	XG3	27.595486395207942	Severe covid
3031	XG3	20.974564870880986	Severe covid
3032	XG3	15.51185783512398	Severe covid
3033	XG3	21.40062241228441	Severe covid
3034	XG3	23.123195173455436	Severe covid
3035	XG3	14.925166037455364	Severe covid
3036	XG3	22.89682784830776	Severe covid
3037	XG3	22.619824698189973	Severe covid
3038	XG3	19.558203478720657	Severe covid
3039	XG3	29.5235368314162	Severe covid
3040	XG3	22.397938056231148	Severe covid
3041	XG3	27.486519706834603	Severe covid
3042	XG3	27.827694494114475	Severe covid
3043	XG3	22.516312124459958	Severe covid
3044	XG3	30.112577111197147	Severe covid
3045	XG3	22.22716480154928	Severe covid
3046	XG3	19.28123333925106	Severe covid
3047	XG3	29.226147709188105	Severe covid
3048	XG3	18.028050892524416	Severe covid
3049	XG3	23.830265284811283	Severe covid
3050	XG3	23.487749645725017	Severe covid
3051	XG3	17.665157627089236	Severe covid
3052	XG3	29.330544510056964	Severe covid
3053	XG3	21.680135317013132	Severe covid
3054	XG3	15.112656485254348	Severe covid
3055	XG3	22.169314142634757	Severe covid
3056	XG3	24.983419256638868	Severe covid
3057	XG3	20.12629643168583	Severe covid
3058	XG3	28.59999113649416	Severe covid
3059	XG3	24.0460127247552	Severe covid
3060	XG3	21.92739052179038	Severe covid
3061	XG3	26.42909969723737	Severe covid
3062	XG3	20.22261642363274	Severe covid
3063	XG3	29.37068501255733	Severe covid
3064	XG3	23.627386932924704	Severe covid
3065	XG3	20.515098123146725	Severe covid
3066	XG3	26.42297840164845	Severe covid
3067	XG3	20.44955850324786	Severe covid
3068	XG3	27.730073601441923	Severe covid
3069	XG3	22.318224341875943	Severe covid
3070	XG3	24.591740213747165	Severe covid
3071	XG3	22.852670085954795	Severe covid
3072	XG3	21.433066312826647	Severe covid
3073	XG3	21.727095221056764	Severe covid
3074	XG3	16.528070718807268	Severe covid
3075	XG3	19.11910972959116	Severe covid
3076	XG3	16.004054121418143	Severe covid
3077	XG3	17.49875281125495	Severe covid
3078	XG3	23.113997884690914	Severe covid
3079	XG3	22.237456669076778	Severe covid
3080	XG3	20.5477630951546	Severe covid
3081	XG3	20.839158702403395	Severe covid
3082	XG3	17.752345219721903	Severe covid
3083	XG3	17.9467615608984	Severe covid
3084	XG3	19.608742568254083	Severe covid
3085	XG3	15.461106945988956	Severe covid
3086	XG3	14.736468514893607	Severe covid
3087	XG3	16.691594978917788	Severe covid
3088	XG3	18.813536475232965	Severe covid
3089	XG3	19.123608512682605	Severe covid
3090	XG3	21.027227880298295	Severe covid
3091	XG3	23.98043544736566	Severe covid
3092	XG3	22.563712870613703	Severe covid
3093	XG3	18.235920438629556	Severe covid
3094	XG3	18.321707527696127	Severe covid
3095	XG3	26.42825064280573	Severe covid
3096	XG3	16.39016160731922	Severe covid
3097	XG3	16.07722238721062	Severe covid
3098	XG3	14.36626324151454	Severe covid
3099	XG3	19.151644327427032	Severe covid
3100	XG3	17.10524946261943	Severe covid
3101	XG3	18.640589943202684	Severe covid
3102	XG3	15.978777567797515	Severe covid
3103	XG3	25.368621687884005	Severe covid
3104	XG3	19.020262098428205	Severe covid
3105	XG3	16.823827657589806	Severe covid
3106	XG3	17.42908283600833	Severe covid
3107	XG3	14.34035935768706	Severe covid
3108	XG3	18.449479034885474	Severe covid
3109	XG3	25.080411424976386	Severe covid
3110	XG3	19.624158574754457	Severe covid
3111	XG3	15.875105220712708	Severe covid
3112	XG3	22.910322952035084	Severe covid
3113	XG3	20.49109745894824	Severe covid
3114	XG3	20.719460370478988	Severe covid
3115	XG3	19.80141066737744	Severe covid
3116	XG3	19.87451548994746	Severe covid
3117	XG3	18.481775170318805	Severe covid
3118	XG3	15.578079988713242	Severe covid
3119	XG3	20.66994093461105	Severe covid
3120	XG3	16.715475144625124	Severe covid
3121	XG3	20.454386906742613	Severe covid
3122	XG3	16.920035949264964	Severe covid
3123	XG3	23.840150166267176	Severe covid
3124	XG3	22.049065144670596	Severe covid
3125	XG3	19.736963599166078	Severe covid
3126	XG3	21.532191102379727	Severe covid
3127	XG3	19.287664335877533	Severe covid
3128	XG3	20.740558374771805	Severe covid
3129	XG3	16.3023907036306	Severe covid
3130	XG3	17.089839342690627	Severe covid
3131	XG3	23.821475925963984	Severe covid
3132	XG3	24.836360730408586	Severe covid
3133	XG3	22.405511558853753	Severe covid
3134	XG3	18.711156089928057	Severe covid
3135	XG3	14.07045641594465	Severe covid
3136	XG3	22.79293472923042	Severe covid
3137	XG3	16.311124242462867	Severe covid
3138	XG3	23.227661769536407	Severe covid
3139	XG3	21.338304133792022	Severe covid
3140	XG3	16.255137662496626	Severe covid
3141	XG3	18.863301259685166	Severe covid
3142	XG3	23.13632108072753	Severe covid
3143	XG3	21.626388045108477	Severe covid
3144	XG3	19.243179940985083	Severe covid
3145	XG3	21.89305817821536	Severe covid
3146	XG3	20.18777612540039	Severe covid
3147	XG3	24.207243751815813	Severe covid
3148	XG3	18.85184605125977	Severe covid
3149	XG3	20.127743432572984	Severe covid
3150	XG3	15.561325357719761	Severe covid
3151	XG3	19.54647837477948	Severe covid
3152	XG3	14.35313982157167	Severe covid
3153	XG3	22.936198764656158	Severe covid
3154	XG3	19.95814725092941	Severe covid
3155	XG3	19.29936930398309	Severe covid
3156	XG3	19.466035872676525	Severe covid
3157	XG3	20.84361469426998	Severe covid
3158	XG3	16.67132747304696	Severe covid
3159	XG3	15.945753514812449	Severe covid
3160	XG3	20.731292717844187	Severe covid
3161	XG3	19.171709306811277	Severe covid
3162	XG3	17.235677703259284	Severe covid
3163	XG3	25.350400771707964	Severe covid
3164	XG3	14.463696110938178	Severe covid
3165	XG3	18.448709058864903	Severe covid
3166	XG3	13.793679404356045	Severe covid
3167	XG3	20.91839350319743	Severe covid
3168	XG3	23.4056695672959	Severe covid
3169	XG3	15.703988774158272	Severe covid
3170	XG3	17.644995283075385	Severe covid
3171	XG3	18.162243486936333	Severe covid
3172	XG3	15.815092615920904	Severe covid
3173	XG3	17.826926842243374	Severe covid
3174	XG3	15.485057483024345	Severe covid
3175	XG3	16.221316144942026	Severe covid
3176	XG3	19.39341035972726	Severe covid
3177	XG3	20.058657682036504	Severe covid
3178	XG3	20.008911732942185	Severe covid
3179	XG3	16.163606837509555	Severe covid
3180	XG3	21.236636868574788	Severe covid
3181	XG3	20.14172844854819	Severe covid
3182	XG3	17.814421405368307	Severe covid
3183	XG3	13.938414570622466	Severe covid
3184	XG3	16.203146037158273	Severe covid
3185	XG3	18.409365555321827	Severe covid
3186	XG3	20.119224690014555	Severe covid
3187	XG3	13.942396374348412	Severe covid
3188	XG3	18.529268018360284	Severe covid
3189	XG3	22.47270149752865	Severe covid
3190	XG3	19.51235142491493	Severe covid
3191	XG3	16.454855884774773	Severe covid
3192	XG3	17.21902402057002	Severe covid
3193	XG3	14.853063169817744	Severe covid
3194	XG3	16.348887509849877	Severe covid
3195	XG3	20.139529806836883	Severe covid
3196	XG3	17.662739643537492	Severe covid
3197	XG3	23.935336832301513	Severe covid
3198	XG3	14.377334862564023	Severe covid
3199	XG3	14.047453458018824	Severe covid
3200	XG3	16.57028909915947	Severe covid
3201	XG3	20.279858077585256	Severe covid
3202	XG3	18.457470559733117	Severe covid
3203	XG3	16.114539527424956	Severe covid
3204	XG3	20.89923769782239	Severe covid
3205	XG3	18.6624322752261	Severe covid
3206	XG3	15.028740422182501	Severe covid
3207	XG3	19.507125241843106	Severe covid
3208	XG3	15.684528197623797	Severe covid
3209	XG3	20.575177171386247	Severe covid
3210	XG3	19.95989557241865	Severe covid
3211	XG3	18.461727354422983	Severe covid
3212	XG3	15.704798417651284	Severe covid
3213	XG3	19.722511552250833	Severe covid
3214	XG3	19.651357442219624	Severe covid
3215	XG3	19.6987534088518	Severe covid
3216	XG3	18.650344339005223	Severe covid
3217	XG3	27.354338443348386	Severe covid
3218	XG3	16.17420247478415	Severe covid
3219	XG3	18.833586080420982	Severe covid
3220	XG3	17.798309921064263	Severe covid
3221	XG3	21.217744605009184	Severe covid
3222	XG3	19.14309262619657	Severe covid
3223	XG3	16.69669177049582	Severe covid
3224	XG3	21.651987684994612	Severe covid
3225	XG3	19.562527643356322	Severe covid
3226	XG3	21.181407374199363	Severe covid
3227	XG3	19.83607598137444	Severe covid
3228	XG3	19.456484768396265	Severe covid
3229	XG3	17.52846579613827	Severe covid
3230	XG3	16.171831754349547	Severe covid
3231	XG3	18.57101387925738	Severe covid
3232	XG3	18.4595102909377	Severe covid
3233	XG3	18.373177402823647	Severe covid
3234	XG3	17.383400549438413	Severe covid
3235	XG3	21.46227909084255	Severe covid
3236	XG3	20.82510620346941	Severe covid
3237	XG3	18.569424653391838	Severe covid
3238	XG3	15.833788630541978	Severe covid
3239	XG3	16.747215413758276	Severe covid
3240	XG3	17.945514921719223	Severe covid
3241	XG3	0.561	Severe covid
3242	XG3	0.47	Severe covid
3243	XG3	0.0	Severe covid
3244	XG3	1.197	Severe covid
3245	XG3	0.687	Severe covid
3246	XG3	0.0	Severe covid
3247	XG3	0.865	Severe covid
3248	XG3	1.005	Severe covid
3249	XG3	0.678	Severe covid
3250	XG3	0.689	Severe covid
3251	XG3	0.752	Severe covid
3252	XG3	0.601	Severe covid
3253	XG3	1.329	Severe covid
3254	XG3	1.093	Severe covid
3255	XG3	0.93	Severe covid
3256	XG3	0.0	Severe covid
3257	XG3	0.81	Severe covid
3258	XG3	0.816	Severe covid
3259	XG3	0.85	Severe covid
3260	XG3	1.316	Severe covid
3261	XG3	1.011	Severe covid
3262	XG3	0.0	Severe covid
3263	XG3	1.037	Severe covid
3264	XG3	1.055	Severe covid
3265	XG3	0.804	Severe covid
3266	XG3	0.489	Severe covid
3267	XG3	0.905	Severe covid
3268	XG3	0.951	Severe covid
3269	XG3	0.72	Severe covid
3270	XG3	0.9	Severe covid
3271	XG3	0.901	Severe covid
3272	XG3	1.033	Severe covid
3273	XG3	1.042	Severe covid
3274	XG3	1.048	Severe covid
3275	XG3	0.723	Severe covid
3276	XG3	0.768	Severe covid
3277	XG3	0.415	Severe covid
3278	XG3	0.576	Severe covid
3279	XG3	0.0	Severe covid
3280	XG3	0.936	Severe covid
3281	XG3	0.705	Severe covid
3282	XG3	1.097	Severe covid
3283	XG3	0.772	Severe covid
3284	XG3	0.615	Severe covid
3285	XG3	1.044	Severe covid
3286	XG3	0.948	Severe covid
3287	XG3	0.0	Severe covid
3288	XG3	1.239	Severe covid
3289	XG3	0.789	Severe covid
3290	XG3	0.948	Severe covid
3291	XG3	0.868	Severe covid
3292	XG3	0.947	Severe covid
3293	XG3	0.9	Severe covid
3294	XG3	0.722	Severe covid
3295	XG3	0.67	Severe covid
3296	XG3	0.0	Severe covid
3297	XG3	1.407	Severe covid
3298	XG3	1.306	Severe covid
3299	XG3	0.0	Severe covid
3300	XG3	14.360642301576101	Severe covid
3301	XG3	14.694117666552557	Severe covid
3302	XG3	16.984939393456774	Severe covid
3303	XG3	21.829948757768864	Severe covid
3304	XG3	22.688019639653096	Severe covid
3305	XG3	20.31616784983758	Severe covid
3306	XG3	19.786204208094006	Severe covid
3307	XG3	19.318751451455242	Severe covid
3308	XG3	19.46406694519166	Severe covid
3309	XG3	23.741431084977908	Severe covid
3310	XG3	21.41831691800216	Severe covid
3311	XG3	23.003092885989602	Severe covid
3312	XG3	20.619971638658956	Severe covid
3313	XG3	17.901241177719953	Severe covid
3314	XG3	20.22931039452407	Severe covid
3315	XG3	25.363282045617925	Severe covid
3316	XG3	26.003601461256963	Severe covid
3317	XG3	18.716081137205943	Severe covid
3318	XG3	22.782930042054662	Severe covid
3319	XG3	18.88855114963014	Severe covid
3320	XG3	17.610186002875615	Severe covid
3321	XG3	14.319869165747582	Severe covid
3322	XG3	16.399643008749514	Severe covid
3323	XG3	19.943911703538916	Severe covid
3324	XG3	22.67937195947328	Severe covid
3325	XG3	22.8253630384085	Severe covid
3326	XG3	21.285716586533944	Severe covid
3327	XG3	19.80409723677744	Severe covid
3328	XG3	18.993984766864664	Severe covid
3329	XG3	21.185799927899925	Severe covid
3330	XG3	14.451658110584042	Severe covid
3331	XG3	18.77009250535802	Severe covid
3332	XG3	17.625880150076156	Severe covid
3333	XG3	18.650181829950345	Severe covid
3334	XG3	21.981538365392726	Severe covid
3335	XG3	17.504935097322537	Severe covid
3336	XG3	18.187123534943062	Severe covid
3337	XG3	18.804003660835093	Severe covid
3338	XG3	19.624794786663497	Severe covid
3339	XG3	17.678994533601287	Severe covid
3340	XG3	21.04287236504247	Severe covid
3341	XG3	19.528807957128006	Severe covid
3342	XG3	21.003421318459036	Severe covid
3343	XG3	19.36999304085815	Severe covid
3344	XG3	22.941016164140223	Severe covid
3345	XG3	19.62198879385876	Severe covid
3346	XG3	14.49253328188838	Severe covid
3347	XG3	20.812302183618517	Severe covid
3348	XG3	17.614629649192562	Severe covid
3349	XG3	17.69604190833938	Severe covid
3350	XG3	18.864962842592202	Severe covid
3351	XG3	18.919589600219414	Severe covid
3352	XG3	21.671711552076772	Severe covid
3353	XG3	17.987523295771236	Severe covid
3354	XG3	15.79558727828717	Severe covid
3355	XG3	14.24978098185022	Severe covid
3356	XG3	18.588497569107144	Severe covid
3357	XG3	20.485098155457592	Severe covid
3358	XG3	19.752880917057407	Severe covid
3359	XG3	21.99546647298631	Severe covid
3360	XG3	19.108988426251138	Severe covid
3361	XG3	15.877639399450008	Severe covid
3362	XG3	18.379566761200884	Severe covid
3363	XG3	21.249707358810685	Severe covid
3364	XG3	18.012404256392355	Severe covid
3365	XG3	17.687992204844498	Severe covid
3366	XG3	23.142665358969467	Severe covid
3367	XG3	16.950050704733002	Severe covid
3368	XG3	19.411243435983344	Severe covid
3369	XG3	16.400295367377037	Severe covid
3370	XG3	21.84684412413427	Severe covid
3371	XG3	19.038932549047015	Severe covid
3372	XG3	15.177650227723177	Severe covid
3373	XG3	20.826842976385834	Severe covid
3374	XG3	17.075193166436097	Severe covid
3375	XG3	17.981196636209617	Severe covid
3376	XG3	15.48250751520438	Severe covid
3377	XG3	17.565033957917873	Severe covid
3378	XG3	15.069047503045654	Severe covid
3379	XG3	15.94161210580055	Severe covid
3380	XG3	23.617873661122943	Severe covid
3381	XG3	23.834424272958795	Severe covid
3382	XG3	18.91162879369695	Severe covid
3383	XG3	16.441664358936833	Severe covid
3384	XG3	20.021616439515306	Severe covid
3385	XG3	21.262989173687554	Severe covid
3386	XG3	23.915387426011222	Severe covid
3387	XG3	15.327034363147128	Severe covid
3388	XG3	19.871691709343366	Severe covid
3389	XG3	0.523	Severe covid
3390	XG3	0.78	Severe covid
3391	XG3	0.0	Severe covid
3392	XG3	1.014	Severe covid
3393	XG3	0.988	Severe covid
3394	XG3	0.927	Severe covid
3395	XG3	0.863	Severe covid
3396	XG3	0.0	Severe covid
3397	XG3	0.0	Severe covid
3398	XG3	0.0	Severe covid
3399	XG3	0.795	Severe covid
3400	XG3	0.0	Severe covid
3401	XG3	0.0	Severe covid
3402	XG3	0.918	Severe covid
3403	XG3	0.0	Severe covid
3404	XG3	0.816	Severe covid
3405	XG3	0.927	Severe covid
3406	XG3	0.0	Severe covid
3407	XG3	0.0	Severe covid
3408	XG3	1.405	Severe covid
3409	XG3	0.822	Severe covid
3410	XG3	0.883	Severe covid
3411	XG3	0.0	Severe covid
3412	XG3	0.0	Severe covid
3413	XG3	0.98	Severe covid
3414	XG3	0.894	Severe covid
3415	XG3	1.168	Severe covid
3416	XG3	0.652	Severe covid
3417	XG3	0.955	Severe covid
3418	XG3	0.664	Severe covid
3419	XG3	1.268	Severe covid
3420	XG3	0.579	Severe covid
3421	XG3	1.219	Severe covid
3422	XG3	0.85	Severe covid
3423	XG3	0.951	Severe covid
3424	XG3	0.825	Severe covid
3425	XG3	1.067	Severe covid
